횡단보도ID,seed,demand_profile,veh_per_hour,ped_lambda,elderly_ratio,ped_count
6122,42,seoul_commute_peak,1220.5279893266415,999.0,0.2946596858638743,972
6122,43,seoul_commute_peak,1345.3779893266415,944.0,0.2946596858638743,955
6122,44,seoul_commute_peak,1393.8279893266415,705.0,0.2946596858638743,707
6122,45,seoul_commute_peak,1471.1779893266414,908.0,0.2946596858638743,885
6122,46,seoul_commute_peak,1344.5779893266413,1058.0,0.2946596858638743,1077
6122,47,seoul_commute_peak,1222.9779893266414,984.0,0.2946596858638743,995
6122,48,seoul_commute_peak,1232.7779893266415,824.0,0.2946596858638743,796
6122,49,seoul_commute_peak,1206.5279893266413,813.0,0.2946596858638743,848
6122,50,seoul_commute_peak,1428.1779893266414,1005.0,0.2946596858638743,973
6122,51,seoul_commute_peak,1309.1279893266415,1075.0,0.2946596858638743,1091
6122,52,seoul_commute_peak,1483.2279893266414,927.0,0.2946596858638743,902
6122,53,seoul_commute_peak,1420.6779893266414,655.0,0.2946596858638743,631
6213,42,seoul_commute_peak,3661.583967979924,999.0,0.2946596858638743,972
6213,43,seoul_commute_peak,4036.1339679799244,944.0,0.2946596858638743,955
6213,44,seoul_commute_peak,4181.483967979924,705.0,0.2946596858638743,707
6213,45,seoul_commute_peak,4413.533967979924,908.0,0.2946596858638743,885
6213,46,seoul_commute_peak,4033.733967979924,1058.0,0.2946596858638743,1077
6213,47,seoul_commute_peak,3668.933967979924,984.0,0.2946596858638743,995
6213,48,seoul_commute_peak,3698.3339679799246,824.0,0.2946596858638743,796
6213,49,seoul_commute_peak,3619.583967979924,813.0,0.2946596858638743,848
6213,50,seoul_commute_peak,4284.5339679799245,1005.0,0.2946596858638743,973
6213,51,seoul_commute_peak,3927.3839679799244,1075.0,0.2946596858638743,1091
6213,52,seoul_commute_peak,4449.683967979924,927.0,0.2946596858638743,902
6213,53,seoul_commute_peak,4262.0339679799245,655.0,0.2946596858638743,631
71666,42,seoul_commute_peak,1220.5279893266415,999.0,0.1781831582826607,972
71666,43,seoul_commute_peak,1345.3779893266415,944.0,0.1781831582826607,955
71666,44,seoul_commute_peak,1393.8279893266415,705.0,0.1781831582826607,707
71666,45,seoul_commute_peak,1471.1779893266414,908.0,0.1781831582826607,885
71666,46,seoul_commute_peak,1344.5779893266413,1058.0,0.1781831582826607,1077
71666,47,seoul_commute_peak,1222.9779893266414,984.0,0.1781831582826607,995
71666,48,seoul_commute_peak,1232.7779893266415,824.0,0.1781831582826607,796
71666,49,seoul_commute_peak,1206.5279893266413,813.0,0.1781831582826607,848
71666,50,seoul_commute_peak,1428.1779893266414,1005.0,0.1781831582826607,973
71666,51,seoul_commute_peak,1309.1279893266415,1075.0,0.1781831582826607,1091
71666,52,seoul_commute_peak,1483.2279893266414,927.0,0.1781831582826607,902
71666,53,seoul_commute_peak,1420.6779893266414,655.0,0.1781831582826607,631
125895,42,seoul_commute_peak,1830.791983989962,999.0,0.1998197792295562,972
125895,43,seoul_commute_peak,2018.0669839899622,944.0,0.1998197792295562,955
125895,44,seoul_commute_peak,2090.741983989962,705.0,0.1998197792295562,707
125895,45,seoul_commute_peak,2206.766983989962,908.0,0.1998197792295562,885
125895,46,seoul_commute_peak,2016.866983989962,1058.0,0.1998197792295562,1077
125895,47,seoul_commute_peak,1834.466983989962,984.0,0.1998197792295562,995
125895,48,seoul_commute_peak,1849.1669839899623,824.0,0.1998197792295562,796
125895,49,seoul_commute_peak,1809.791983989962,813.0,0.1998197792295562,848
125895,50,seoul_commute_peak,2142.2669839899622,1005.0,0.1998197792295562,973
125895,51,seoul_commute_peak,1963.6919839899622,1075.0,0.1998197792295562,1091
125895,52,seoul_commute_peak,2224.841983989962,927.0,0.1998197792295562,902
125895,53,seoul_commute_peak,2131.0169839899622,655.0,0.1998197792295562,631
8430,42,seoul_commute_peak,1830.791983989962,999.0,0.1998197792295562,972
8430,43,seoul_commute_peak,2018.0669839899622,944.0,0.1998197792295562,955
8430,44,seoul_commute_peak,2090.741983989962,705.0,0.1998197792295562,707
8430,45,seoul_commute_peak,2206.766983989962,908.0,0.1998197792295562,885
8430,46,seoul_commute_peak,2016.866983989962,1058.0,0.1998197792295562,1077
8430,47,seoul_commute_peak,1834.466983989962,984.0,0.1998197792295562,995
8430,48,seoul_commute_peak,1849.1669839899623,824.0,0.1998197792295562,796
8430,49,seoul_commute_peak,1809.791983989962,813.0,0.1998197792295562,848
8430,50,seoul_commute_peak,2142.2669839899622,1005.0,0.1998197792295562,973
8430,51,seoul_commute_peak,1963.6919839899622,1075.0,0.1998197792295562,1091
8430,52,seoul_commute_peak,2224.841983989962,927.0,0.1998197792295562,902
8430,53,seoul_commute_peak,2131.0169839899622,655.0,0.1998197792295562,631
9628,42,seoul_commute_peak,1830.791983989962,999.0,0.1901991313611407,972
9628,43,seoul_commute_peak,2018.0669839899622,944.0,0.1901991313611407,955
9628,44,seoul_commute_peak,2090.741983989962,705.0,0.1901991313611407,707
9628,45,seoul_commute_peak,2206.766983989962,908.0,0.1901991313611407,885
9628,46,seoul_commute_peak,2016.866983989962,1058.0,0.1901991313611407,1077
9628,47,seoul_commute_peak,1834.466983989962,984.0,0.1901991313611407,995
9628,48,seoul_commute_peak,1849.1669839899623,824.0,0.1901991313611407,796
9628,49,seoul_commute_peak,1809.791983989962,813.0,0.1901991313611407,848
9628,50,seoul_commute_peak,2142.2669839899622,1005.0,0.1901991313611407,973
9628,51,seoul_commute_peak,1963.6919839899622,1075.0,0.1901991313611407,1091
9628,52,seoul_commute_peak,2224.841983989962,927.0,0.1901991313611407,902
9628,53,seoul_commute_peak,2131.0169839899622,655.0,0.1901991313611407,631
8340,42,seoul_commute_peak,915.395991994981,999.0,0.1781831582826607,972
8340,43,seoul_commute_peak,1009.0334919949811,944.0,0.1781831582826607,955
8340,44,seoul_commute_peak,1045.370991994981,705.0,0.1781831582826607,707
8340,45,seoul_commute_peak,1103.383491994981,908.0,0.1781831582826607,885
8340,46,seoul_commute_peak,1008.433491994981,1058.0,0.1781831582826607,1077
8340,47,seoul_commute_peak,917.233491994981,984.0,0.1781831582826607,995
8340,48,seoul_commute_peak,924.5834919949812,824.0,0.1781831582826607,796
8340,49,seoul_commute_peak,904.895991994981,813.0,0.1781831582826607,848
8340,50,seoul_commute_peak,1071.1334919949811,1005.0,0.1781831582826607,973
8340,51,seoul_commute_peak,981.8459919949811,1075.0,0.1781831582826607,1091
8340,52,seoul_commute_peak,1112.420991994981,927.0,0.1781831582826607,902
8340,53,seoul_commute_peak,1065.5084919949811,655.0,0.1781831582826607,631
6511,42,seoul_commute_peak,1220.5279893266415,999.0,0.2357627618766598,972
6511,43,seoul_commute_peak,1345.3779893266415,944.0,0.2357627618766598,955
6511,44,seoul_commute_peak,1393.8279893266415,705.0,0.2357627618766598,707
6511,45,seoul_commute_peak,1471.1779893266414,908.0,0.2357627618766598,885
6511,46,seoul_commute_peak,1344.5779893266413,1058.0,0.2357627618766598,1077
6511,47,seoul_commute_peak,1222.9779893266414,984.0,0.2357627618766598,995
6511,48,seoul_commute_peak,1232.7779893266415,824.0,0.2357627618766598,796
6511,49,seoul_commute_peak,1206.5279893266413,813.0,0.2357627618766598,848
6511,50,seoul_commute_peak,1428.1779893266414,1005.0,0.2357627618766598,973
6511,51,seoul_commute_peak,1309.1279893266415,1075.0,0.2357627618766598,1091
6511,52,seoul_commute_peak,1483.2279893266414,927.0,0.2357627618766598,902
6511,53,seoul_commute_peak,1420.6779893266414,655.0,0.2357627618766598,631
6428,42,seoul_commute_peak,915.395991994981,999.0,0.2946596858638743,972
6428,43,seoul_commute_peak,1009.0334919949811,944.0,0.2946596858638743,955
6428,44,seoul_commute_peak,1045.370991994981,705.0,0.2946596858638743,707
6428,45,seoul_commute_peak,1103.383491994981,908.0,0.2946596858638743,885
6428,46,seoul_commute_peak,1008.433491994981,1058.0,0.2946596858638743,1077
6428,47,seoul_commute_peak,917.233491994981,984.0,0.2946596858638743,995
6428,48,seoul_commute_peak,924.5834919949812,824.0,0.2946596858638743,796
6428,49,seoul_commute_peak,904.895991994981,813.0,0.2946596858638743,848
6428,50,seoul_commute_peak,1071.1334919949811,1005.0,0.2946596858638743,973
6428,51,seoul_commute_peak,981.8459919949811,1075.0,0.2946596858638743,1091
6428,52,seoul_commute_peak,1112.420991994981,927.0,0.2946596858638743,902
6428,53,seoul_commute_peak,1065.5084919949811,655.0,0.2946596858638743,631
5831,42,seoul_commute_peak,915.395991994981,999.0,0.1901991313611407,972
5831,43,seoul_commute_peak,1009.0334919949811,944.0,0.1901991313611407,955
5831,44,seoul_commute_peak,1045.370991994981,705.0,0.1901991313611407,707
5831,45,seoul_commute_peak,1103.383491994981,908.0,0.1901991313611407,885
5831,46,seoul_commute_peak,1008.433491994981,1058.0,0.1901991313611407,1077
5831,47,seoul_commute_peak,917.233491994981,984.0,0.1901991313611407,995
5831,48,seoul_commute_peak,924.5834919949812,824.0,0.1901991313611407,796
5831,49,seoul_commute_peak,904.895991994981,813.0,0.1901991313611407,848
5831,50,seoul_commute_peak,1071.1334919949811,1005.0,0.1901991313611407,973
5831,51,seoul_commute_peak,981.8459919949811,1075.0,0.1901991313611407,1091
5831,52,seoul_commute_peak,1112.420991994981,927.0,0.1901991313611407,902
5831,53,seoul_commute_peak,1065.5084919949811,655.0,0.1901991313611407,631
